,,,Mean RPM Vemurafenib dose-response 24 hrs,,,,,,,,,Std RPM Vemurafenib dose-response 24 hrs,,,,,,,
,,,Vemurafenib (uM),,,,,,,,,Vemurafenib (uM),,,,,,,
ENSG00000065883,CDK13,,101.6161,104.7305,101.5748,102.5993,98.0818,100.4202,102.6663,111.3074,,4.6567,1.8153,1.4817,4.7916,3.098,4.027,4.9174,2.5378
ENSG00000168303,MPLKIP,,28.63,29.3559,29.9334,35.219,35.8436,37.7155,38.2448,36.0415,,1.9295,1.6674,1.9109,1.4353,0.75481,3.1247,2.9423,4.8991
ENSG00000175600,SUGCT,,1.7778,2.0847,2.4547,3.6144,5.1325,4.3331,4.2963,4.8917,,0.47741,0.28955,0.89746,0.35109,0.65191,0.75652,1.1593,0.90712
ENSG00000203446,AC004988.1,,0.025334,0,0,0.033572,0.084341,0.048813,0,0.1587,,0.050667,0,0,0.067143,0.057291,0.057128,0,0.12764
ENSG00000122641,INHBA,,69.8342,70.2591,48.5621,34.2785,33.6465,34.2041,35.2736,23.2078,,7.8521,9.8324,4.2916,4.8626,3.1069,3.0818,1.6933,1.7547
ENSG00000106571,GLI3,,41.531,41.0622,51.6199,69.3044,89.0198,99.7664,106.4545,102.679,,2.9403,1.7531,1.2836,6.1257,4.3929,3.5284,3.8632,6.1916
ENSG00000261019,AC010132.4,,0.20981,0.252,0.21586,0.20702,0.36359,0.4069,0.28712,0.35959,,0.20872,0.042363,0.17726,0.19095,0.22022,0.34768,0.21888,0.28359
ENSG00000136197,C7orf25,,0.44978,0.63237,0.79423,0.94904,1.1212,0.88054,0.56459,0.85157,,0.28291,0.19807,0.36311,0.21902,0.28787,0.27986,0.22866,0.19089
ENSG00000106588,PSMA2,,10.1925,11.3025,11.6195,11.2776,9.8044,8.3293,8.168,8.6307,,0.81646,1.371,1.1611,2.623,0.69111,0.87813,0.88819,0.93753
ENSG00000106591,MRPL32,,47.5326,48.8693,46.2003,38.301,37.2441,36.2696,34.2382,34.7783,,5.2648,0.88422,2.7386,3.0052,1.2423,0.75099,1.3817,2.5053
ENSG00000002746,HECW1,,1.7378,2.1084,3.5552,5.7993,8.1178,9.9597,8.7163,9.7084,,0.49186,0.52097,0.63257,0.73283,0.21002,0.49881,1.1473,1.5466
ENSG00000164543,STK17A,,91.2192,90.6457,74.9635,53.7664,49.723,52.4849,50.6963,30.3028,,1.3458,3.1282,4.2654,4.6597,2.7236,2.0966,3.2497,3.6099
ENSG00000106603,COA1,,96.1981,97.4612,90.4043,83.4756,77.7952,72.773,61.1446,66.1554,,3.6837,4.6726,2.4554,2.8114,1.7993,1.7408,3.3319,4.0245
ENSG00000106605,BLVRA,,30.145,29.4992,26.064,25.7909,22.6348,19.7048,20.5806,23.5198,,2.2928,0.98641,2.4939,2.5104,1.0217,1.6234,0.93791,2.2207
ENSG00000062582,MRPS24,,0.46404,0.64043,0.30707,0.46583,0.31707,0.26091,0.46787,0.56007,,0.32039,0.18895,0.097499,0.23963,0.16756,0.23395,0.39451,0.27107
ENSG00000106608,URGCP,,34.6263,33.0638,36.6544,39.5412,44.1964,45.42,43.7448,48.9958,,1.1835,1.7401,3.645,2.6234,1.7596,3.0339,3.8698,2.9593
ENSG00000078967,UBE2D4,,20.5751,18.4486,20.3256,22.1014,21.7704,20.6659,20.0626,25.9188,,1.3809,0.36089,1.404,0.86965,1.7859,0.29017,0.69375,0.8041
ENSG00000214783,POLR2J4,,0.60166,0.69965,1.0746,1.5594,2.6988,3.7428,4.5556,5.2479,,0.1654,0.43873,0.52019,0.48135,1.1973,1.2088,0.78457,0.75527
ENSG00000228434,AC004951.1,,0.5551,0.64931,0.61692,1.0833,0.94998,1.2025,1.0933,1.279,,0.28689,0.30805,0.0911,0.40395,0.5154,0.30942,0.42305,0.20824
ENSG00000272655,POLR2J4,,3.7017,3.6039,3.1914,3.1477,2.7538,2.9838,2.9725,2.1967,,1.0354,0.69406,1.0168,0.71996,0.38179,0.54177,0.75594,0.41911
ENSG00000228903,RASA4CP,,0.54929,0.71357,0.71004,1.6693,2.7107,3.6962,3.3372,3.1402,,0.29408,0.3759,0.22597,0.40472,0.36672,0.62957,1.1052,0.74139
ENSG00000235314,LINC00957,,0.26381,0.051649,0.31158,0.60685,0.96199,1.1275,1.1063,1.041,,0.13119,0.059963,0.25594,0.442,0.43823,0.3692,0.36621,0.25966
ENSG00000136279,DBNL,,135.0308,137.2063,147.3263,160.5368,184.5386,196.0317,203.1087,202.6472,,10.1246,3.2602,6.6891,9.912,19.9822,22.7724,9.7163,8.4726
ENSG00000164708,PGAM2,,0.075089,0.20729,0.4324,1.5855,4.017,5.1971,5.41,1.833,,0.050231,0.14728,0.46218,0.24873,0.82727,0.58981,1.4944,0.60586
ENSG00000122678,POLM,,23.966,24.5798,28.8656,30.2506,32.2465,35.5093,37.3741,34.7795,,4.6969,1.4959,1.7848,1.8732,5.2977,1.6017,1.9934,1.9778
ENSG00000106624,AEBP1,,53.2578,54.5143,55.8157,58.7356,66.154,74.5882,73.1695,52.3924,,3.001,3.7249,3.7175,5.4992,5.2098,5.7736,5.3521,1.5065
ENSG00000106628,POLD2,,100.6912,98.1096,89.3376,73.2419,55.3815,47.6677,44.8347,50.0898,,8.5112,2.963,4.6665,0.93479,3.8081,2.3113,1.3683,4.7187
ENSG00000106636,YKT6,,178.1642,173.6699,171.4263,155.2806,140.434,140.4667,136.9014,162.605,,9.9225,5.0182,4.3917,7.9627,1.5366,3.0385,2.6221,13.2505
ENSG00000058404,CAMK2B,,0.17963,0.10352,0.26477,0.3681,1.2233,1.0721,1.5924,0.8011,,0.090641,0.090962,0.24453,0.11478,0.57706,0.28042,0.22098,0.25699
ENSG00000279853,AC004453.2,,0.2318,0.15026,0.17896,0.33799,0.9165,0.74947,0.94989,0.72126,,0.1134,0.093213,0.11995,0.28255,0.36985,0.44074,0.26343,0.37084
ENSG00000015676,NUDCD3,,103.8605,100.376,103.8706,100.6783,96.4618,92.4836,95.2063,117.2807,,7.332,5.4261,3.4205,1.9094,0.64398,3.7307,6.3906,6.2492
ENSG00000146677,AC004453.1,,0.82135,0.75153,1.3307,0.84485,1.3502,0.80501,1.0874,1.1042,,0.29068,0.35626,0.16978,0.37265,0.37038,0.34113,0.33731,0.17395
ENSG00000136271,DDX56,,162.7661,151.6296,142.5038,119.4444,93.0339,80.7258,77.6145,93.8439,,9.0854,9.8098,5.8445,3.8881,5.979,5.102,3.5473,3.8627
ENSG00000158604,TMED4,,96.5695,96.4062,104.1825,115.6174,139.3601,153.4318,148.3215,132.9805,,8.0185,7.1332,2.6436,4.1164,5.6083,5.6731,5.7956,4.0957
ENSG00000105953,OGDH,,115.2681,111.7418,113.1309,110.6473,100.1398,103.1621,99.1744,120.042,,8.7229,5.6671,5.0895,3.2812,3.3068,2.7332,4.0815,10.7066
ENSG00000122515,ZMIZ2,,58.1405,60.3759,62.0455,70.7142,73.2529,80.5482,83.3375,84.8307,,9.5979,5.0349,8.7616,4.3308,10.6001,8.5438,4.1058,2.364
ENSG00000196262,PPIA,,1026.4754,1011.6412,976.6407,872.1738,720.1957,629.1641,610.6568,660.85,,50.738,21.2825,15.7552,23.5616,50.9266,43.8574,16.4985,29.821
ENSG00000105968,H2AFV,,147.7295,145.6965,144.6694,127.4288,104.7188,89.3543,86.329,79.5164,,4.4042,5.5207,9.7864,9.0837,10.0647,8.2453,4.1601,2.6028
ENSG00000146676,PURB,,172.9981,180.4872,188.6881,170.8855,165.3796,153.8262,146.6287,177.3973,,15.0166,11.0041,11.0141,9.9255,8.8038,8.1773,3.1513,5.2253
ENSG00000272768,AC004854.2,,0.39186,0.32715,0.28002,0.3418,0.62217,0.46815,0.35333,0.37026,,0.092733,0.20654,0.18701,0.1868,0.28442,0.30292,0.056735,0.18082
ENSG00000136286,MYO1G,,0.23678,0.10555,0.31489,0.36792,0.49583,0.36354,0.41949,0.61506,,0.055815,0.090847,0.089198,0.23706,0.13182,0.35928,0.059864,0.093242
ENSG00000232956,SNHG15,,29.4991,30.3224,25.4622,17.3084,10.7728,7.3142,6.7555,9.8547,,2.7232,0.56572,1.4961,2.5913,1.5559,0.92764,1.2363,1.9328
ENSG00000136280,CCM2,,17.5792,15.9424,17.0606,15.683,15.3855,15.0524,15.9367,21.0057,,2.0274,1.3313,2.5508,0.64764,0.43482,1.5839,0.95197,2.2086
ENSG00000136274,NACAD,,1.9106,2.2429,3.0256,2.6119,3.4368,3.0537,3.5495,1.8686,,0.25515,0.69986,0.3868,0.46545,0.36024,0.78077,0.23999,0.10021
ENSG00000136270,TBRG4,,125.4958,119.5406,116.0745,98.5276,77.5118,71.1351,67.9602,79.8223,,11.1236,4.0857,3.4866,4.8458,4.2888,2.5586,1.2787,6.3158
ENSG00000164742,ADCY1,,14.0936,13.3223,13.5747,9.2341,5.6039,3.2827,1.4464,2.3727,,0.64818,1.2398,1.1392,1.3467,0.99305,0.70702,0.39812,0.50371
ENSG00000214765,SEPT7P2,,10.668,12.2249,11.6444,14.4357,16.0591,17.4349,17.4277,15.1467,,1.2829,0.81118,1.5419,1.7819,2.9453,1.8052,1.8911,1.8248
ENSG00000272556,GTF2IP13,,3.8926,3.9419,4.1471,5.9539,8.1003,8.8219,9.6132,9.2005,,0.4282,0.63685,1.0747,0.80513,1.6669,0.87039,1.3541,1.8948
ENSG00000146674,IGFBP3,,143.4754,132.1665,60.819,11.3589,5.0217,5.2069,5.6464,2.9187,,3.5812,5.3973,12.6257,2.8039,0.60824,0.53089,0.73067,0.77536
ENSG00000233539,AC011294.1,,0.030238,0.050316,0.16136,0.35438,0.88066,0.75598,0.715,0.15321,,0.060476,0.058194,0.084338,0.33687,0.047107,0.2738,0.49958,0.076958
ENSG00000223829,AC004870.2,,0,0.023921,0,0.033736,0,0.027954,0.03021,0.057682,,0,0.047841,0,0.067471,0,0.055909,0.060421,0.067932
ENSG00000136205,TNS3,,179.7578,188.5897,254.2378,404.5055,513.1798,519.3017,465.2935,244.5202,,5.7412,4.1494,19.6648,32.436,15.1854,13.628,18.376,29.0186
ENSG00000136273,HUS1,,28.4533,28.6182,28.4943,28.3817,24.6928,23.8839,23.1609,24.7382,,1.2252,2.0157,1.7628,2.5983,1.2865,1.5421,1.0152,1.9547
ENSG00000146666,LINC00525,,0.94723,0.73006,0.90606,0.75456,0.8484,0.59865,0.76449,0.32857,,0.19957,0.16846,0.074549,0.33766,0.37452,0.07876,0.43683,0.11721
ENSG00000158683,PKD1L1,,0.40418,0.44389,0.49021,1.5314,2.639,3.1794,2.9445,1.4901,,0.34502,0.26305,0.24339,0.45641,0.47259,0.66101,0.4289,0.14641
ENSG00000164746,C7orf57,,0.10212,0.14825,0.1295,0.11492,0.10921,0.17509,0.051427,0.050843,,0.14332,0.12602,0.11855,0.15998,0.15011,0.1181,0.061172,0.10169
ENSG00000183696,UPP1,,33.5271,32.3011,26.9165,15.4789,11.4423,14.7865,15.9077,20.8301,,2.4568,2.998,2.2485,2.7063,0.78526,2.4092,0.94961,3.3273
ENSG00000179869,ABCA13,,2.7267,2.9274,4.481,3.7498,2.652,1.5059,1.407,0.88771,,0.46885,0.4231,0.5641,1.0312,0.45003,0.38105,0.35531,0.50334
ENSG00000132436,FIGNL1,,51.0062,54.1048,44.5854,27.0307,16.321,12.0269,11.7261,15.7418,,5.7205,3.6508,2.0203,3.8168,1.2671,1.8151,1.3763,0.74312
ENSG00000106070,GRB10,,25.4088,23.5276,20.0363,12.7168,9.9282,10.8056,13.2117,44.2501,,1.522,1.1242,0.44384,1.6396,1.5305,1.0662,1.6446,4.7581
ENSG00000106078,COBL,,23.7546,23.6313,20.8286,26.1139,35.8527,44.1451,45.9481,33.8424,,0.38203,1.3252,2.6965,1.9644,4.579,4.4504,5.465,3.5214
ENSG00000229403,AC005999.1,,0.17623,0.2509,0.37659,0.91691,1.7414,2.1647,1.9044,0.17314,,0.13488,0.21744,0.18915,0.52724,0.45526,0.62268,0.53624,0.20388
ENSG00000242650,RN7SL292P,,0.025334,0,0.035941,0.22325,0.15997,0.53211,0.66798,0,,0.050667,0,0.071882,0.13333,0.18355,0.40175,0.13146,0
ENSG00000205628,LINC01446,,8.0286,8.8452,9.4571,9.6085,10.696,10.7505,9.683,9.4128,,1.2507,1.1181,0.31053,2.2552,0.29676,0.98355,1.604,1.1218
ENSG00000132432,SEC61G,,85.6406,87.0203,88.0154,80.9464,63.66,57.5565,52.6565,60.2708,,2.3153,5.3259,4.4476,11.2796,7.9179,3.4853,3.0987,5.9369
ENSG00000146648,EGFR,,46.2191,45.4622,40.7471,31.7232,27.5629,21.0562,15.1761,14.1126,,3.4809,3.0335,3.5363,2.1246,0.61825,0.77022,1.4177,0.79398
ENSG00000132434,LANCL2,,40.3229,40.391,42.6007,43.3282,43.2033,47.789,46.5823,43.2705,,2.2514,1.2044,1.3933,2.2247,2.8495,2.2551,3.4208,2.1488
ENSG00000154978,VOPP1,,17.4408,17.0168,14.4257,12.3274,12.292,11.6366,13.245,16.2833,,2.1355,1.1324,1.7119,0.8324,1.4546,0.75515,1.3335,1.6925
ENSG00000176826,FKBP9P1,,1.6258,1.5868,2.1283,1.8049,3.0249,2.6601,2.3628,2.9451,,0.43156,0.3899,0.29678,0.26714,0.8381,0.54886,0.94114,0.5712
ENSG00000154997,SEPT14,,0.91187,0.95613,0.99491,1.3504,0.75412,0.5775,0.55829,0.38646,,0.3539,0.30186,0.24946,0.42722,0.24069,0.14753,0.16077,0.2871
ENSG00000178665,ZNF713,,2.2753,1.9602,2.7107,3.0905,5.3674,5.148,4.5475,5.0793,,0.57123,0.16364,0.72707,0.44249,0.5073,0.41323,0.41797,0.72135
ENSG00000146729,NIPSNAP2,,69.3318,69.7156,79.4919,89.97,89.1704,88.5847,90.3039,95.9516,,5.6061,1.9389,4.8997,2.3595,3.364,5.281,2.0009,1.2494
ENSG00000239789,MRPS17,,6.257,6.3708,6.7264,5.6286,5.7346,5.4311,5.2695,5.9137,,1.4548,0.34858,0.41774,1.2946,0.58699,0.45101,0.85831,1.1801
ENSG00000146733,PSPH,,31.7649,32.7798,33.8127,33.5297,33.1834,29.8717,33.2397,61.9769,,1.9952,1.2945,2.9891,0.69741,2.1514,1.3058,1.2572,6.3725
ENSG00000146731,CCT6A,,742.9206,735.3934,666.5923,503.6084,393.078,346.2698,335.659,343.894,,29.788,24.9091,23.8283,39.6093,27.5138,17.858,7.0195,4.9737
ENSG00000129103,SUMF2,,131.8277,139.5816,166.2462,234.6709,276.0492,284.4886,283.1909,274.7068,,4.1055,3.9212,10.6414,13.058,11.1918,5.7097,5.9706,4.4109
ENSG00000164776,PHKG1,,0.3455,0.19677,0.12777,0.27087,0.75747,1.0836,1.2756,0.65311,,0.17749,0.15795,0.10484,0.315,0.2034,0.38219,0.40228,0.26141
ENSG00000106153,CHCHD2,,292.6032,288.6279,276.2525,241.928,191.7577,177.0738,177.0423,201.7728,,18.5429,7.4191,7.0082,16.6589,6.0496,6.4777,12.1424,8.5057
ENSG00000230191,AC006970.1,,0.25721,0.1223,0.15181,0.27963,0.33647,0.49364,0.36034,0.37585,,0.12691,0.091399,0.1867,0.041969,0.11617,0.063253,0.068537,0.23543
ENSG00000232944,AC092423.1,,0.32749,0.35442,0.48775,0.45672,0.64251,1.3958,0.9501,1.1095,,0.19306,0.16265,0.18515,0.27819,0.18251,0.3798,0.16053,0.50313
ENSG00000237268,AC092447.7,,4.1436,5.2542,5.9237,7.1739,9.1959,11.9283,10.0847,9.1743,,0.66215,0.48671,0.99371,2.0096,3.2512,2.8547,2.6081,1.1634
ENSG00000233288,AC092447.5,,0.80523,0.83941,0.88375,1.7702,2.2866,3.0828,3.6105,3.7547,,0.33132,0.1745,0.32714,0.37968,0.49717,0.67462,0.47428,1.1333
ENSG00000260653,AC237221.1,,0.2492,0.14756,0.12509,0.15577,0.37264,0.48764,0.60249,0.67631,,0.20146,0.16434,0.18029,0.057571,0.21344,0.051676,0.32508,0.056235
ENSG00000182111,ZNF716,,0.34585,0.24975,0.43869,0.51678,0.47774,0.66428,0.49139,0.34224,,0.33902,0.11706,0.29353,0.31,0.18,0.3143,0.16294,0.18328
ENSG00000227910,AC092634.4,,0.35665,0.32577,0.46156,0.95215,1.046,1.2664,1.6166,1.1249,,0.14392,0.16008,0.27523,0.25919,0.1787,0.68292,0.44192,0.23583
ENSG00000214652,ZNF727,,0.92419,0.98903,1.0392,1.5293,1.446,1.6986,1.0907,1.0832,,0.24703,0.2147,0.37468,0.16408,0.68366,0.61144,0.096011,0.23434
ENSG00000234444,ZNF736,,20.9179,22.1765,21.5036,21.9261,21.0968,21.5475,21.4733,25.2751,,3.2044,2.3972,1.4861,1.0185,2.6219,0.87652,1.6521,1.1461
ENSG00000227986,TRIM60P18,,0.78789,0.68267,0.62206,0.56488,0.48495,0.62091,0.35976,0.77664,,0.18907,0.1478,0.15683,0.17617,0.50048,0.14406,0.21879,0.44875
ENSG00000173041,ZNF680,,15.4453,16.6358,16.0656,13.5883,14.1814,14.5477,16.003,14.8493,,1.6431,1.8303,0.78885,0.78358,0.79972,0.73112,2.5878,1.2463
ENSG00000196247,ZNF107,,26.2715,29.8026,28.5081,23.3248,22.7696,22.4529,21.0543,21.9178,,2.6795,1.6708,4.9773,1.5633,4.3042,2.166,4.787,1.2105
ENSG00000197008,ZNF138,,10.671,11.6378,10.9685,10.9758,9.3938,8.8818,9.7916,10.6293,,0.86878,1.8915,0.39415,0.84035,1.1488,1.1062,0.27298,0.95937
ENSG00000213640,EEF1DP4,,0.025334,0.081626,0.2149,0.13098,0.30199,0.2903,0.39915,0.42756,,0.050667,0.10569,0.049012,0.10987,0.18379,0.17288,0.53905,0.4274
ENSG00000198039,ZNF273,,7.9683,9.4,8.7775,6.7353,5.0661,4.5111,4.8648,5.7897,,1.4653,1.5278,1.1429,0.33459,0.74607,0.82428,0.87098,0.68326
ENSG00000152926,ZNF117,,9.9998,12.6759,18.7069,38.6734,71.5577,94.0071,93.2141,65.5381,,1.9581,1.0078,2.51,6.3277,20.0188,17.0489,10.2499,5.7636
ENSG00000213462,ERV3-1,,4.5686,5.1385,7.9426,16.0445,28.8954,36.6063,38.1429,23.7624,,1.2137,0.44408,1.4991,5.291,8.3821,2.6364,3.0991,2.549
ENSG00000234585,CCT6P3,,2.0518,1.943,1.9023,2.3704,2.323,3.23,3.5494,1.9218,,0.26823,0.79314,0.36907,0.41986,0.39119,0.72923,0.7199,0.62795
ENSG00000226002,GTF2IP14,,0.35034,0.587,0.52605,1.0214,1.1492,1.3496,1.2314,0.96145,,0.17447,0.25061,0.12657,0.31853,0.41099,0.34571,0.42945,0.20573
ENSG00000164669,INTS4P1,,1.4307,0.94253,2.5235,4.4473,9.8725,11.5703,10.4968,4.4865,,0.53345,0.30206,0.43589,1.8824,2.1695,1.7368,1.1487,0.16131
ENSG00000282381,AC104073.4,,0.78167,0.63299,0.70071,0.38779,0.23814,0.18098,0.20948,0.37113,,0.56757,0.39076,0.3279,0.20131,0.17713,0.10396,0.10258,0.26682
ENSG00000146757,ZNF92,,33.5142,33.4233,34.2961,31.8492,31.2072,25.0748,25.1415,22.6584,,5.066,6.0767,3.2722,2.7349,2.2974,2.1489,2.8962,0.59976
ENSG00000226767,AC114501.1,,0.70555,0.47764,0.70448,0.60493,1.0596,1.4792,1.2761,0.65062,,0.23079,0.46167,0.40554,0.56435,0.6761,0.73247,1.103,0.47801
ENSG00000235421,AC114501.2,,0.12733,0.44673,0.18679,0.67528,0.40216,0.66244,0.68456,0.21503,,0.13243,0.42215,0.069383,0.83878,0.14306,0.236,0.41606,0.21588
ENSG00000272693,AC073107.1,,0.58263,0.70007,0.67421,0.97118,1.0593,1.3413,1.236,1.5867,,0.31222,0.25621,0.17348,0.41059,0.47802,0.34829,0.23195,0.24914
ENSG00000273024,INTS4P2,,0.83298,0.88614,2.4691,4.6858,8.7742,12.0228,12.7033,3.4911,,0.3154,0.19372,0.39121,1.6155,1.6638,1.4657,0.56363,1.4265
ENSG00000228409,CCT6P1,,6.8079,7.2523,6.8025,10.6333,15.7708,23.5859,25.8366,9.4848,,0.93634,1.339,1.4271,1.4775,4.0048,2.8827,3.2793,0.64898
ENSG00000206634,SNORA22,,0.24587,0.095909,0.34675,0.30608,1.0565,1.0339,1.0825,0.31356,,0.18763,0.13532,0.083176,0.18661,0.23143,0.44035,0.24932,0.24948
ENSG00000224316,GTF2IP5,,0.15521,0.05009,0.12403,0.26078,0.70863,0.6218,0.70342,0.34551,,0.17465,0.057955,0.093021,0.37004,0.47949,0.41957,0.1811,0.19995
ENSG00000236529,AC093582.1,,0,0.15159,0.12134,0.09558,0.19656,0.47918,0.41247,0.19654,,0,0.10202,0.10432,0.064523,0.18139,0.1755,0.12852,0.14164
ENSG00000196715,VKORC1L1,,84.1838,84.5458,75.7385,65.1067,50.4152,49.5239,48.1354,44.5758,,0.051685,5.3259,2.8491,6.4146,2.0298,1.9102,0.54683,1.5457
ENSG00000169919,GUSB,,51.9834,51.1463,48.7543,50.3578,54.2853,56.9599,59.4137,57.4423,,1.6889,1.8808,2.1672,2.6523,4.6702,3.7029,3.478,2.5389
ENSG00000126522,ASL,,14.8204,14.8824,14.217,14.2352,14.0758,14.3813,14.3749,14.9728,,1.9773,0.61809,0.58726,1.3966,0.66109,1.8106,1.1143,0.64132
ENSG00000241258,CRCP,,39.5685,38.3893,36.5253,31.4799,27.7314,26.3758,26.801,34.1933,,3.473,1.4942,2.0437,2.1674,2.0806,1.0953,1.4715,3.1337
ENSG00000169902,TPST1,,31.055,31.7046,26.5725,25.2766,21.1543,19.2832,19.9989,22.4995,,1.6291,3.7801,0.55487,1.5617,1.9749,1.539,1.7987,1.8523
ENSG00000179406,LINC00174,,5.6079,6.5753,8.9762,13.0964,20.3851,24.0941,28.2367,24.5347,,1.0526,0.12591,2.1802,2.32,4.7991,4.7596,4.3792,2.5802
ENSG00000237310,AC008267.5,,2.2867,1.3264,1.8065,3.4262,3.6786,4.243,4.3219,6.3117,,0.27792,0.48825,0.4586,0.43725,0.80421,0.71079,0.67583,0.21422
ENSG00000229180,AC006001.3,,15.0182,16.3322,16.7195,18.6483,20.039,22.274,22.1007,23.3577,,1.5443,1.4116,2.4832,3.533,5.2444,2.789,3.605,2.7716
ENSG00000243335,KCTD7,,16.6905,18.3635,20.3607,23.4352,29.0724,28.6306,31.6829,40.7169,,0.74002,0.8503,1.473,2.3173,3.1011,1.1954,0.58162,0.88479
ENSG00000226824,AC006001.2,,0.36162,0.82155,0.44667,1.0782,0.92121,1.0117,1.0888,0.84376,,0.12081,0.17313,0.33317,0.36738,0.42522,0.27368,0.42361,0.26809
ENSG00000154710,RABGEF1,,1.0989,1.3108,1.2943,1.7482,1.9475,1.6882,1.549,2.4478,,0.10788,0.35089,0.32978,0.40507,0.3982,0.63689,0.59942,0.35479
ENSG00000272831,AC027644.3,,4.506,3.4125,5.0951,7.6607,9.6724,11.2396,9.8321,9.4962,,0.81621,0.23635,0.96263,2.1793,0.4802,1.5428,0.55363,1.9295
ENSG00000230583,GTF2IRD1P1,,0.097935,0.15026,0.16372,0.4655,0.44341,0.37233,0.43171,0.46838,,0.11322,0.093213,0.13301,0.0938,0.045783,0.18795,0.11514,0.32511
ENSG00000232546,AC027644.1,,0.38839,0.68604,0.84273,0.39984,0.54735,0.83514,0.57092,0.57587,,0.31671,0.26033,0.42778,0.12359,0.1436,0.20707,0.33012,0.18166
ENSG00000230295,GTF2IP23,,0.747,0.76903,0.90712,0.8068,0.82824,0.87616,1.1248,0.82335,,0.18662,0.33717,0.19572,0.28637,0.20777,0.23295,0.38976,0.17877
ENSG00000273142,AC073335.2,,6.1909,5.6149,6.0367,5.348,6.5908,7.2322,7.8364,8.3339,,0.24744,0.45968,0.2123,1.391,0.57766,1.2187,1.1991,0.69901
ENSG00000106609,TMEM248,,120.3852,119.9456,117.685,120.2564,122.7135,119.207,119.1864,107.4656,,5.3106,5.9696,2.3135,7.1899,3.2008,2.0693,4.1897,2.1304
ENSG00000126524,SBDS,,125.1711,121.3755,108.9631,89.8456,80.8968,77.697,75.4959,74.7185,,6.7928,4.9029,1.111,5.2707,2.8476,4.9595,3.1891,3.2654
ENSG00000198874,TYW1,,25.1658,25.1882,26.6194,25.9898,25.9703,25.684,27.3207,27.1033,,2.3376,1.4549,3.6855,3.102,0.69395,3.3944,2.617,1.8465
ENSG00000067601,PMS2P4,,1.5279,1.5235,1.7422,2.3,2.6794,2.9628,2.5514,2.9039,,0.35067,0.33694,0.57775,0.84501,0.81294,0.37463,1.1483,0.66577
ENSG00000106610,STAG3L4,,9.3285,8.4449,10.7493,11.7827,15.2238,14.174,15.6939,17.4119,,1.599,0.69039,1.3119,1.4399,2.3403,1.5896,0.68659,1.5324
ENSG00000273448,AC006480.2,,0.38028,0.52099,0.21255,0.76514,1.3411,1.5013,1.9747,1.055,,0.19031,0.2845,0.10354,0.41668,0.35897,0.74054,0.87059,0.18442
ENSG00000235475,LINC01372,,0.10533,0.17666,0.24441,0.40133,0.5052,0.70004,0.84197,0.78483,,0.011214,0.17928,0.086888,0.31607,0.2431,0.22903,0.57295,0.029504
ENSG00000158321,AUTS2,,0.53955,0.63441,0.51822,0.66196,0.7642,0.66707,0.95499,1.1179,,0.13524,0.51588,0.183,0.10606,0.29931,0.32707,0.34708,0.69904
ENSG00000277149,TYW1B,,5.0823,5.1998,5.8301,6.1576,6.3337,7.1832,8.0712,6.1928,,0.49231,0.43615,0.52873,1.3592,1.2737,1.2476,1.5756,0.71751
ENSG00000225648,SBDSP1,,21.1864,21.3582,16.3724,13.125,9.7339,9.2748,8.9125,10.3024,,1.9841,0.20593,0.52979,0.85761,0.95663,1.6822,0.4662,1.0413
ENSG00000196313,POM121,,92.2655,91.662,90.1042,83.8832,76.5893,73.3104,72.1702,83.4681,,2.292,3.5827,4.0179,3.2878,3.22,2.4376,1.5579,6.7624
ENSG00000106133,NSUN5P2,,9.1872,10.9929,12.9684,15.2191,18.7156,22.7537,23.5885,19.8796,,1.2696,1.6805,2.1271,2.0818,3.2286,2.5166,3.583,1.1712
ENSG00000174353,STAG3L3,,1.3463,1.6771,1.7815,2.155,2.7305,2.8046,2.0145,2.0586,,0.30641,0.55158,0.47551,0.71431,1.0163,0.48868,0.42551,0.53048
ENSG00000233369,GTF2IP4,,5.7073,6.3312,7.5715,9.867,13.0783,15.5939,15.9653,10.9802,,0.53034,0.50944,0.49271,1.4763,1.0298,1.4552,2.0482,1.409
ENSG00000214544,GTF2IRD2P1,,0.023634,0.15742,0.18164,0.2444,0.51843,0.48794,1.0431,0.5493,,0.047268,0.11695,0.10434,0.21916,0.048677,0.055328,0.32892,0.39895
ENSG00000205578,POM121B,,0.25883,0.33004,0.45791,0.44911,0.39415,0.41382,0.58832,0.60988,,0.12408,0.041964,0.11945,0.33888,0.22645,0.36605,0.15925,0.29175
ENSG00000130305,NSUN5,,33.3517,32.0939,28.4448,23.3582,22.6353,21.2568,21.7233,25.622,,3.2285,2.8824,2.8711,2.3344,2.4585,0.73484,1.8864,2.4259
ENSG00000188763,FZD9,,2.2507,2.0838,1.5375,1.5685,1.4795,0.90338,1.0193,1.1923,,0.85499,0.77413,0.47203,0.23878,0.46718,0.2779,0.21876,0.14834
ENSG00000009954,BAZ1B,,327.238,324.2147,299.8293,250.8711,211.3932,196.3159,197.1012,205.5621,,10.3326,11.1108,9.4337,12.5762,9.2022,8.0589,6.4448,9.4555
ENSG00000106635,BCL7B,,62.4561,59.0088,54.237,51.0438,47.2446,49.3213,49.3459,48.2509,,7.0213,3.998,1.6141,2.7982,1.9235,2.7839,1.8853,2.0251
