,ARAF,BRAF,CBL,DUSP4,DUSP6,EGFR,ERRFI1,GRB2,HRAS,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,NRAS,PTPN11,RAF1,SHC1,SOS1,SPRY2,SPRY4,mARAF,mBRAF,mCBL,mDUSP4,mDUSP6,mEGFR,mERRFI1,mGRB2,mHRAS,mKRAS,mMAP2K1,mMAP2K2,mMAPK1,mMAPK3,mNRAS,mPTPN11,mRAF1,mSHC1,mSOS1,mSPRY2,mSPRY4
NCIH520,-0.339516444049168,-0.429769966727199,-0.300909218254555,,0.810827174492474,-1.2041649453864,-2.2770312079676,-0.428839889890329,-0.0839050691462327,-0.47062034364731103,0.602712592245038,0.334136764394514,-0.802291675552502,-0.755715447427526,0.427261562805292,-0.0486990742676026,0.287457279662252,,-0.300147776037775,,-0.284111252146346,3.1754880415252136,1.2738896488183298,2.7812139180634743,-2.0917084737828175,3.748458823962462,-2.7375366859587196,1.634001736243748,4.052115328004364,2.955628770856657,2.0441290813473745,2.5375386310676133,3.5759542873823613,2.6146475341712048,2.1571754322390455,3.998431867608844,3.4210915080401403,3.56156867330247,4.792918657074792,2.8528371779765025,-1.4214076811731642,1.5838841791857365
SW480,-0.651883230655402,-0.44225112433197,-0.0789215907344754,,0.559208555076721,0.111870313561594,-1.47949727232361,-0.016561912724747,1.36704800866143,2.9406741684074,-0.691624380932797,-1.31197068500204,-0.79230787384418,-0.781122085571329,0.220463687840806,-1.0121535075375,-0.204827678877304,,-0.786542310166177,,1.619411023561,1.2182986969461977,2.4973620910553462,2.117039544720154,2.761230713572935,3.484732445493069,4.094041182873906,3.423685941094616,3.1576087467208858,2.5460958181004227,2.5727954195337865,2.8835876869253636,3.5325472297812315,2.7944235968472997,1.8399049812094639,3.096418883511925,3.6743291094011883,3.437294632137092,3.0984061835164862,2.1032593815241687,2.214611434978685,2.3421230635081955
OE33,0.285632117785092,-0.751023227213742,-0.516638573295243,,-0.0262356964240014,1.07965981370598,1.52955018407743,0.47438284982251,0.0356030585930381,-0.21364740501217921,0.200662294781827,-0.654833485082164,-0.467653550535829,-0.304638407531603,0.115393913466008,0.357818369901243,-0.662294205032356,,0.21073259691126,,-0.170631328003466,3.0816989383551636,1.2387741510645953,1.9382249793578723,1.2343720300117724,3.0862217615634524,2.9436491936837657,3.7223045589735237,3.1367065242646173,2.643212968688201,2.188972847487649,3.2223218803924927,3.5065058959679347,2.6230295685380614,2.5974910105351463,3.1042861848919077,3.7822058493363286,3.572511354463308,4.273355088042205,1.8701639126022367,2.9862020044625264,1.9938182917050415
ZR751,0.967529152021212,1.10357834289223,0.168515416622421,,-1.08323790573734,-1.44009881811152,-2.08924491857255,0.228802405257585,0.161212289133239,0.520832603205823,0.85251725599228,0.248724724158024,1.23832497648302,1.69603040085234,-1.16545731227924,0.693044890926272,0.894359007658921,,0.961506014365873,,-1.47862649747542,2.9336547217457807,1.1244781964182764,0.6514133120756376,4.56013307031337,4.030378321745155,-2.0369339286130868,1.6116135440303991,3.081102304271495,3.0341497796074113,2.1185228220358936,2.609297435727573,3.2549994392662325,2.680713262026915,3.0612297097854917,1.9105686448893227,3.6219808167584917,3.492688155601077,3.8426279102029284,1.4812613002056774,-0.23238739428872057,3.710807272571207
COLO679,-0.0440504109104075,0.410328225408122,1.08196327585963,,2.15353575300141,-1.00470932333801,0.358740091898202,0.411630910374984,-0.51103821158578,-0.719142469776969,0.223721674143031,0.843629481627017,1.95992529355952,0.802733362821201,-0.757239009360291,0.236745297951861,0.591580634310552,,-0.226433594715103,,2.54323262287246,2.432946466412746,1.0057913414853321,1.9808635283187406,1.4722839662784288,3.084653908172513,4.172334394958278,3.7463272705173676,3.337795991523773,2.665414062016346,2.0308564189879634,3.2673230731058274,3.4272094485929214,2.5898370729693156,2.30624837497578,3.036437461252595,3.5238308571153705,3.195476176039815,4.37141679889514,1.6001630334119747,0.6452586098329716,1.3390717177475508
786O,0.309041664972312,0.483990922140515,0.756742629593376,,-1.73437387229585,0.496875272830288,3.46620230967255,0.0289680377380426,-0.556995851561664,-1.7743060513100821,0.715154661337977,0.442663673566345,0.743288070559741,0.143110266494404,0.406657634397721,0.294602613219479,-0.0322000544398396,,0.614579614122785,,-2.17637949560424,2.732105212093893,1.0028866892556731,2.2563139035422073,1.4241126490267466,3.521788323310025,3.9738064849213313,3.7576006220261475,3.292802637756431,3.226736845920029,1.4180013398142197,3.7361804147319004,3.084960358496798,2.883084156607795,2.648024150106513,3.119272040722735,3.1789575885021555,3.3741584352488556,4.182147847791566,1.4504843840390114,2.81490559886681,2.4711372857020018
HCC38,,-0.13709727732991,-1.13969147716001,,,0.0103401576689238,,-0.301367824118102,-0.12523680545934,,-1.06283040307676,-0.96318155582935,0.764640508604576,0.25385560001978,0.475404909652725,-0.190895486770062,,,-0.39629258149725,-0.526181300654373,-1.79674162593284,3.0960028574590766,0.9834670210407679,2.004524011152914,3.184565913963169,4.119217646331386,4.005190892160438,4.160634673429727,3.461228886442981,2.710061510396243,2.2027680726234675,3.2831568128469546,3.108891301612874,2.6113997902560193,3.069702736253721,2.9552383502125013,3.654300949219189,2.9620462158991843,3.172697845970169,1.6882306083991987,2.58689147420591,2.48327198111154
QGP1,,0.346339092862767,-0.494818246890634,,,-1.02522298430203,,0.186304536974482,0.951658354693196,,0.0372342142673935,0.113521818669932,-0.429322470316668,-0.195086496047374,0.0047532780697422,-0.92746224530766,,,0.335572023200807,-0.246891260354223,2.54255075309766,2.5228926266090466,1.7521155998901559,1.942449883521488,-2.922840612235051,-2.3974893551940695,-2.512979017321196,-2.1463081039367804,3.898429024537136,3.09392465944537,2.2656451369358126,3.646506778742687,3.690655376230327,2.31908816509306,1.9207051552200887,3.222325866624049,3.6531564169541286,3.4796264804765613,2.495755916411306,1.9590717256902193,-2.8088561047703555,-3.308685659344459
HCC95,,0.0956336578536702,-0.202822389788539,,,3.45451866904635,,0.389243778581361,0.625282973782422,,-0.293809432778974,-0.334982374946922,-0.537525064320721,-0.677271811926953,0.580670788645484,-0.329079296476369,,,-0.712496035661288,-0.406601323356908,-1.79416700617835,2.197705572750487,1.6094999105121797,2.6165487588397154,3.2215921323624293,3.463192044935206,2.7547492916113314,5.29296808461682,3.8583120540195592,3.2224374746567546,2.63228444532783,3.1562213943832873,3.467886713147988,3.00815973181196,2.3182714167881673,3.6357713560712233,4.313712996741296,3.587430721889591,3.595551807790761,2.0066315729089688,0.7288810525110564,3.061917875009748
SW948,-0.0144940844591965,-0.303942066732887,-0.13132913485392,-0.32546997705076,,-0.0135138143163163,-0.411008959235943,0.467546040298839,0.331590834355515,-0.858928206328443,-0.521173757156906,-0.395659769080695,0.0092409086872379,0.836558321632475,-0.464650098310416,0.0402643046930073,-0.469651214270078,,0.306062405743913,,-0.605453512348489,2.4731545300209823,1.1710445719247813,1.6827850237780624,1.4567038953328433,2.2061138394043502,2.2174552175969438,2.9170786007247287,3.01650501836926,2.5243116408328627,2.346735940729334,3.061548103585121,3.4352895818299247,2.7748174866980566,2.419478844465545,2.9482160475806025,3.4445441861655213,3.3985706013602486,4.247860755090787,1.8614953979129496,2.048624022586509,1.5152590924008895
LK2,,-0.44332287396723,-0.0466583209373777,,,-1.22013016157318,,0.085120337350806,-0.259229191754502,,1.02432416141533,0.146016705160233,-0.708873990482175,-0.538400691864356,-0.40885781364098,0.110214964649924,,,-0.0776545514573716,-0.354309154921071,0.131237068449742,2.53829732646411,0.9610346256835466,2.163301186341602,-1.022237530473354,1.935504771827103,2.3218385499159324,2.761868970458233,3.4884448418930547,4.099711799467119,1.2288302813741965,3.5704393276206465,4.194007376765238,2.435462521830856,2.170095443281191,3.8086028283175777,4.060496457393973,3.4110585996339977,4.363778648297027,2.025129220930692,0.8582886681440469,-0.2352616801444595
OVCAR4,,0.0884452525369128,0.759571012588679,,,0.725035222945635,,-0.783121660849951,0.0162883065281759,,-0.572837906573663,-0.552169668041564,-0.258107432449259,-0.360450430448412,0.496653623388621,-0.717146621911915,,,-0.55567588963315,0.0889348513159333,-0.59883883983768,2.5065621346463463,1.5826092200488473,2.6223325323656113,-0.26026277414587845,1.1684337057052683,2.8734064349756996,3.5046621014340182,3.65736556693874,3.3811035119590227,2.3218483591748917,3.3063884095655935,3.9146016777928847,2.4827626864735897,2.4259701855646907,3.8538725702859695,4.029825596448878,4.072671386540606,3.7415264568247837,1.5904365240602678,2.325207271030325,1.9153021823474428
COLO741,,-0.40217985657058,-0.1638031280155,,,-1.61411022879928,,-0.72358854059791,-0.60151673189522,,0.111504598881583,0.0419935359875354,0.0505737883120498,-0.243879388631149,-0.548148555963797,0.0099218340287963,,,-0.309156441422278,1.05752104926071,0.58357776400149,2.5462055540288597,1.5794095399617094,1.9955081501019578,5.145142876758869,3.670346270732773,2.050783546090125,1.293891201834015,3.2862727568542525,2.735704277884026,2.191564142816784,3.0413220839548396,3.768071800332634,3.305347056005321,2.194335964865008,3.508606796890978,4.498601162601102,3.5217646857913723,3.7581909415041164,2.446365039325613,3.730280480962612,3.0725868275390824
NCIH1650,,-0.240332249449919,-0.100048315433802,,,0.918848098937925,,-0.448226112842768,0.311021728738644,,0.116851523566586,-0.192649972464517,0.117735817043182,0.699178174431131,-0.002991624588937,-0.075808904383162,,,0.629771555906956,0.227844854421038,-1.53885221060712,3.3753837242691374,1.7932899640897233,2.2644033599139934,-1.036855131940922,2.690021998582819,3.3999098865292168,3.4618345524194596,2.8763122738026667,3.0770864285966857,2.1080302133026336,3.7142133244692257,3.3789654058870706,3.0747883408117547,1.6767133099065379,3.084846022343811,2.8253590502758774,3.6687201132030194,4.731617797776339,2.2508717103817912,2.1093255337598795,-0.2741553063903035
UACC257,,0.234314164413228,0.808263786587604,,,-1.53022969267074,,-0.124388244077474,-0.82619562406192,,0.12945145138794,0.430842585265182,0.359974660388442,-0.0504056005818621,0.313123065017889,0.962829338684725,,,-0.0065418928642875,0.885291535875192,2.51109002129917,2.3004057198847474,1.3807590696212135,1.6050462833319872,3.7031077501245675,4.368762807750879,0.7815883682162886,3.2930440809190977,3.3005590323396583,2.9596334821278667,1.71458140454402,2.7461805764634772,4.272787774618391,2.7131107084420574,2.10138158894794,3.2546714483235597,3.6077615853284453,3.2467049767868765,4.4182862372941925,1.6209296289991473,3.415764103274135,4.809041209478566
NCIH1573,-1.18903456132645,-1.36235040129092,-1.35635685330513,-0.142616186766359,,4.98723739867383,3.51513368972194,-0.64035750218603,-0.361166556906415,,-0.181644912169364,-0.961101963182396,-1.05279117134982,-0.721877533175282,-0.0433870804663627,-1.54484082072888,-1.04918324147831,-0.722123863204381,-0.677347658718567,,0.685551009041513,3.0119402123981995,1.7467847669177639,2.1535095130335367,-2.0134291072862642,5.520604551285038,-2.4625085700649403,1.440955353441661,3.630187806648275,3.320301810403842,1.4216035882221252,3.2429165176879753,3.5655784097111454,2.227714984334218,2.3756589592159174,3.6085529561757514,3.8089620659393852,3.702101654283058,3.4670288166263172,2.195533147675241,3.9565201582731735,1.53244671084315
A549,-0.0299542429509174,-0.515341108003686,-1.47888614250786,0.161082737243788,,0.466896748486602,0.216875447465268,-0.0914575871529045,0.296053844984166,,-0.401486995399655,-0.513586874755062,-0.969035553388545,-1.38553723201627,-0.523996604301205,-0.132115050303376,-0.55360717308969,-0.19696830685064942,-0.299347203568032,,-0.885015203567162,2.7746615724007118,1.417209039861816,2.383528932987405,0.8502534882128362,3.9654595015173175,-2.0215047641768273,2.519493244545858,3.2208259221918145,3.0900874520351365,1.9426333576621828,3.0252328216716124,3.7219998674471526,2.719154980834316,3.0274780031141644,3.2716618046463957,3.6764879961329497,3.89470185671569,4.080647855792688,2.037123637177279,1.6078526565797429,2.2626751823987585
SU8686,-1.34360657920629,-1.08598152920305,-1.02374697151376,0.330652758853645,,0.703301788630407,1.18383790091947,-1.00578050718763,0.647059840508236,,-0.577868495893681,-1.10805257759001,-0.74581486927468,-0.528072738689554,0.464774354716341,-0.789951332147818,-0.747558785997663,-0.1348505549629108,-0.713879810033753,,1.04844351626692,2.4644403022782826,1.891245765392078,3.218023461709912,-1.7354717676813922,-0.6308486663657211,-1.3259483663516611,-1.4749769519916456,4.336755957338409,1.8318147699136906,1.8342408861450614,4.34472318240079,3.855875844805145,2.9179707120869454,2.469276804315615,3.1169538351428168,3.476666569798034,3.9094517024602533,2.8189771951323976,2.2849118369768138,-2.067544591867862,-2.022108920792594
TE14,0.137625192999299,-0.237151837540984,0.398087947993909,-2.59657980859043,,0.305568987044033,-1.31471934277333,-0.363891281243905,0.603484358642379,,0.011391734770061,-0.0446073569828735,0.110086525854264,-0.409682411652968,-0.247254833846915,0.179699098195583,-0.236431720445956,0.729100913252528,-0.202526059836549,,-1.81429841145136,2.603814977991095,1.2354365870559256,1.2572614067617507,3.481716898720951,3.2693826100384498,3.9920977125896933,3.2921894816369677,3.1363503710628575,2.7034998640033923,2.102895582678941,3.603163601206831,3.7676721500790347,2.7418524145106757,3.240097053316928,2.8954422147092704,3.447603754476311,3.5714126184610624,4.149541145522935,1.9109799897263828,3.128951117340214,2.650251582374838
NCIH2170,0.215635726009991,0.219887811468497,0.619903815355843,0.72367702221245,,-1.97568268633106,0.204678335032159,0.147402109407694,-0.0157853541255991,,0.429327929899993,0.791271410366901,0.422106779601091,0.345442605116558,3.38029467066863,0.540086923404794,-0.195175534893189,0.0035345774079539993,0.207792477777991,,-1.02074924179356,2.5266961760983824,2.125049266303802,1.1392070573745348,1.2210835765348071,-1.9198155928180698,-2.023832772363428,2.0416423177318865,3.3169603344763483,2.9971862160671288,2.47046114743978,3.2374463208532402,3.521235650145971,3.050357760017883,2.127239547155901,3.54566418084952,3.7467780106473594,3.619036221172146,1.623283616756109,2.280268929410567,-3.203374099873727,-2.326478275214044
HCC1500,0.69047878405332,1.12874382623917,0.0565482050536732,-0.956559890437626,,-2.33460313348243,-0.974454772169569,2.0580157937827,0.108452923378651,,-0.214530511949324,1.08242896902198,0.880628487716601,0.845767883555049,-0.467539459406649,0.529468910079851,0.601590534277846,-0.067393182907422,-0.217454376411215,,-1.74466230911792,2.779905638202638,1.8596143601273085,2.2126286562974857,-0.7513103342761156,1.8715821526980414,1.0039205842351238,3.3061831580584733,2.9932291433358724,2.705346549527895,2.1873784854944214,2.767965551837526,3.562448507836818,2.560709613203501,2.8230917044128883,0.15717467437199859,3.792818209549519,3.4935668782564493,4.431446362531262,2.121777589442803,-2.0256354071213085,1.5489041614887828
MDAMB436,0.245738484744748,1.10884159138737,0.314862314325995,0.0400425065738592,,-1.02178867267576,-0.658467000591439,-0.253513048065786,-0.983926442387305,,1.07121587326932,0.773568067959776,0.672580494828547,0.520860525167699,-0.635676254209778,0.0221819318287373,1.38502010485224,0.2872009378961994,1.05161656193014,,0.246384958661463,2.9537012150770634,1.1003873789294425,1.3972046271274507,2.530525122791797,3.96150245579478,-2.3758635631258698,3.251366248036878,4.938508946969687,4.532139172168042,1.9391804122315395,3.2981933465810256,3.5720927969076413,2.7647707413117137,3.6931030222796015,2.6765113732364045,3.5988644799299805,3.821686834704989,3.186600536316412,1.8590769380113707,0.30824176604211784,2.89824622827034
DV90,0.375467156278549,0.608440046268629,1.15777396654644,2.11348325142829,,-0.308677719177049,-0.429081882370906,-0.272289247809432,0.166001330932297,,0.20140646940941,0.152531195222351,0.388934775877219,0.105036767374449,-0.469369899692997,1.0899250983298,0.746930733310999,0.0010305042231721906,0.342561691475559,,1.60021256820994,3.218095520509924,2.782823666052185,2.555737830548592,-1.7960506632452964,-2.4684142009748746,-3.33804794986261,-1.8224455065604197,4.359605908144885,2.59118674250521,2.7895564526573486,3.8758962211370904,3.8576977508701447,2.6332979188612136,2.386301046033878,3.3345980718909134,3.6004088311243776,3.8019469445982557,2.704263038847632,2.8136826797747427,-3.0954089727435194,-2.556385036180981
SNU61,-0.299333682026654,-0.691774495049409,-0.507039915396013,-0.820116420078403,,-0.223383363750036,-1.49992584095705,0.128782913694599,0.0754495223048134,,-0.825413611891305,-0.641782559471739,-0.736421792789963,0.525299363669471,-0.16089949985698,-0.810914894889405,-0.523311859977907,0.2106369742005856,-0.400142858528531,,0.249883508714718,2.88412450661717,1.334055883345117,1.698325694540694,3.9709652717012904,2.8481541139842963,2.16914169649775,3.0266493761887125,3.6079649081665024,2.6831562349082287,2.403777935956526,3.0618102341463644,3.342370517909884,2.9264518607309915,2.703091259182199,3.1696141495548584,3.5381495833087717,3.1832942420405126,2.6714207942794195,1.8045012798117337,2.13830461287661,2.3902112809486757
SBC5,-0.785574901870173,-0.159387768871088,-0.204570426767737,-1.72570526582422,0.590956548366249,-2.72688294949185,-1.61116270417353,-0.123535843587284,-0.816265094680492,,-0.650341486655449,-0.790329246187354,-0.712283388599187,-0.96796597510214,0.121096402716199,-0.961351522223502,-0.706873113855374,,-0.431852649026281,-0.124472561002305,0.176228187552695,1.925011864603131,1.1343268624921035,1.1057633256134751,1.8974789204607998,2.3547030472561525,3.86222333187554,2.6722986633950607,2.607773039575492,3.4731396770966954,1.7006707000521675,2.994741783180318,3.4888113548320097,2.449849257972598,1.4393207777830206,3.1748654194304313,3.5100009631601785,3.279978450069871,3.742702171811439,1.1768564568617927,0.8369141356324644,0.45267942811253165
HT1376,0.0632346203866697,-0.441888042582597,0.592490466159557,1.2431316747187,-0.994043401079948,1.34990254154296,-0.309995895865158,-0.0521692167186196,1.2948632836725,,-0.556892127002675,-0.675778378730223,0.264862740425324,1.32742487841827,0.197148148871421,-0.215168001077873,1.00063023044875,,0.093624716408397,-0.104596625977889,0.442131261945107,2.2271899851441552,1.2050901798293507,1.443926273952607,3.7404918225919346,3.766342683947025,-1.4271830245291335,2.9070048795945307,3.209843152837353,3.182564475409045,2.046530878222576,3.0944276262805537,4.172026022806156,2.8745584958234986,2.3514038281838934,2.825560607005887,4.049666183066577,3.9075831639020837,4.612999457102425,1.4613786422431587,4.1324588943307585,3.9774904699641644
CFPAC1,-0.474594770341508,-0.873687229557377,-1.04148336917115,0.986573888359935,-0.395104129205501,-0.208132655846538,-0.511221068690051,-0.350364227303886,-0.510936195175675,,-0.519793898646093,-0.948545308346839,-0.830436931332429,-0.64201721272352,-0.378620796887406,0.447153365371222,-0.988250695687223,,-0.680375563046997,0.67247924519577,1.56684874851532,2.165083544003804,1.0591054012375423,2.3483994051333372,1.7949610055038758,3.9842413361907574,2.667242095374394,5.009741561502901,3.420970596761095,3.0323486367917143,2.13478518481911,3.0355393532223593,3.591208740440441,2.7085634027250602,2.241704938531925,3.757969320896692,3.698394046482522,3.7481360818294447,4.248976554771233,1.6152350763611998,3.833386641722523,2.8871387596069016
NCIH3255,-1.15480591916666,-0.115672567145106,-1.88920075260872,-1.12342319556083,2.37682316022408,2.46590304407889,1.92812341231805,-0.118553749901555,0.588089851648818,,-1.00572758220435,-0.432746660410807,-0.0315117947671062,-0.435095419673138,-0.284253565917214,-0.624839846977711,-1.04040634432341,,-0.536677272709004,1.43060391388356,-0.881051621683912,2.7912387247348263,1.1075786372196041,1.9582183768084749,2.983133237977476,2.2811244519524103,2.255649657751041,3.89055214740855,3.5519164660091462,2.3114159856288,3.010556844588264,3.559001379987316,2.974013110876589,2.4532095630447457,2.3494782208321046,3.351124395027715,3.4597115427280376,3.404049975810641,3.5797423717523484,1.8641498958159068,1.9833036444119054,1.2372924867485329
NCIH1975,1.17040047868188,0.475652880619652,0.381882715572155,-0.421628533079776,-0.159016859056563,-0.43332626418141,0.894737362934019,-0.352881134404074,-0.0519022082549532,,-0.144027591313141,0.946515120804905,0.6051696341027,0.167903702724742,0.383709751413024,0.165507900182374,0.930026650062728,,0.362803680482773,-0.534462701413771,-1.53563092188327,2.6260806382349595,1.181702655200208,1.6124593433112238,2.808571024318785,2.0895799736527603,2.867074698845582,5.302727627036584,3.041001962401475,2.655935516834757,2.1497368978984923,2.5800577260269333,4.143523539682737,2.648278965048541,1.6723394694767306,3.0591623681137308,3.3072163181912613,3.6425789381967415,4.834081074196363,1.773091298192963,4.090451996006745,2.8033118948826217
COLO678,0.973982986333892,0.289256458960794,0.949140297624706,-0.538433422005021,0.0616844231439484,0.315363034044328,-1.22491740152006,0.964941941879492,0.57884722440908,,0.545334079720731,0.426884374925716,0.39308721210652,0.107579223620233,-0.16756420819776,0.592587899367354,0.783360707850393,,-0.140189209783724,-0.767148348911987,-0.746084810508942,2.2140576582785316,1.8669256907621379,2.529800343678309,4.95696725240247,4.660775171660813,-2.815426079573396,3.981007876883097,3.612076700449685,2.7456606441071587,2.4126316121675857,3.0023900612180574,4.010441077999395,3.8078639899020903,2.032272625078052,2.6924220485494423,3.4078319905566494,3.436796158902019,4.605330173189457,1.135827787594253,4.00656379842124,4.4889554199538
SNU119,-0.0523674964762382,-0.22842916899187,-0.393503829916062,-0.993450806551005,-1.41589021714575,-1.02384525919433,-0.0294562202616792,-0.259155584935874,-0.681853135640644,,-0.469071636926632,-0.526640786130551,-0.102803202513966,-0.101796955758404,0.772211154107213,-0.576291865463283,-0.0699646234497338,,0.212212511742739,-0.707503839310548,1.61845668015716,2.722334361657765,0.8898112237364354,1.9926274179617731,-1.2119310540243158,3.7015266402311955,4.661503259328252,2.3114358095920076,3.2136099846356645,3.478109038862868,2.1618403177968997,4.055303966180092,2.6029044771898,2.761711024014385,2.2621588534857775,3.4215717409133055,3.3961245365128643,3.0353855854306424,4.245178318564309,1.6560447424823312,0.909459451721137,1.2908209179888341
CORL105,0.70038335421485,-0.0380260437029973,-0.336544129770046,1.38614690426892,-0.795101846274222,0.60472290843947,0.733160820135053,0.0866417318310592,0.593333339527114,,1.1743733888978,0.900209856467473,-0.440350802631257,-0.522600373174379,-0.410134260688107,0.655436323657566,-0.590771720251963,,-0.108977295861496,0.138500483948987,-0.36732715095817,2.4729352780067804,1.5692573788004798,2.4581775900459757,4.02787707070574,3.1504556465040903,3.012441887116938,5.212329102363599,3.2792142880981134,2.1014500675251777,4.664702446689425,3.9304403599514064,3.774504245237543,2.3251192802986256,2.6648851860741365,2.9914230019658925,3.716691586183821,2.9609027051971055,4.287629412996433,1.544297610262639,2.153647634019615,2.200913321103413
HCC70,-0.999880315152594,0.292679342857402,0.520241547738056,-0.769214243355042,-0.478306478453117,0.62992954841923,1.1481478542416,0.0388887130422387,-0.370354943066343,,1.11254804967788,0.658360412560362,0.619545916866104,1.30917175021131,0.731402150906919,-0.258327071507827,0.100648897600418,,0.697451531208962,-0.0447643260964058,-2.26133664734056,2.587703883042662,0.9512832881877819,1.7508645553825837,-1.0510943620211675,2.600606034669571,2.090685589775298,4.8094081475476145,3.4101538194272454,2.7309916878703864,2.115615551033271,4.243097845130494,3.4613450269982944,2.361127548606156,2.8672395938391184,2.5800122632155054,3.3985806276123185,3.4726711731205797,3.6850220237866314,1.6573667533902174,1.713765494799968,0.6126364467125773
AGS,0.0621577763928421,-0.120684809738593,0.364854873920001,,,-0.829611468612608,2.25659116835419,-0.493957834229327,0.367242426163419,0.4285302190231462,-0.254962917361685,-0.648687716058943,0.0118754647256665,0.0959018125433797,-0.217774719686013,0.106190922555822,0.0784628218537994,,0.364178053401167,,2.03047163728331,2.900426593739541,1.475506439788238,2.699809674367209,-2.392773511439497,4.984181798728069,-2.253395008803287,0.006598184028227124,4.336877583599369,2.69494469792373,3.0410210770126844,3.245439855993752,3.9447379867409036,2.8044628033186143,2.2506652865993537,3.635689625599817,3.4804582453137547,3.936153508845241,2.6650243910746045,2.1986635415304736,-2.751962904446125,-3.302181349745196
HCC1143,0.625501938845881,-0.75814098446946,-0.373884340371563,,,0.782507808671872,-0.343496955158044,-0.353142132566137,-0.153955922703211,-0.5425888657158474,0.113222836216997,0.337392244301345,0.0645810955337094,0.289511560380601,-0.0426142114296339,-0.413146058986128,0.379574554359424,,-0.2353636360921,,-0.156245592648241,2.424289319611648,1.6897285893607201,2.079669015805635,1.955404930617103,3.4463683058641164,3.1472809998055054,4.904511524271097,3.478038045182819,3.1141462212546194,2.3873213839369467,3.173263206947263,3.1145947264299387,2.4174928879936615,2.9455331172211388,2.973864916168913,3.6101933258702967,3.2125639468105076,4.354529530671194,2.086034758578046,2.2261920505161337,1.7397553959812593
NCIH1666,-1.09475148993446,-1.22595944835117,-1.63755016143185,,,2.21663873053302,0.754009922010601,-0.883774150676694,0.24848839059173,-0.804044831567925,-0.399317513793807,-0.968346683931177,-0.886375357945744,-1.62399523514333,0.235451962573562,-0.750153267305771,-1.15858665882065,,0.126664461157619,,1.46527442880804,2.1670723101402913,1.149733068175824,1.7541493250786173,1.3684231175009216,1.0816831290066813,3.3189491881361306,3.5970026236147694,3.3002898994804144,2.4262176534393207,1.5468431010682042,3.0270710441096673,3.1880866660483203,1.4517238914408581,2.1208101867594444,3.2392743530115706,3.5688986927265556,3.030413854261244,3.400930679433611,1.6184075645592355,1.7021519980273816,0.7020524110304623
NCIH2291,0.72498017178416,1.30685428366462,0.729689137624612,,,-0.231758508774072,3.11501229469872,0.0165038225637637,-0.205650005729848,0.18377233505733198,0.626401368720368,1.24708754117319,0.878060681899987,0.796932450368789,-0.46247544233598,0.490056318289355,1.2824469193985,,-0.100171937842559,,-1.15319411604226,2.79077239267341,1.699013499026465,1.252937239023663,-0.14300930936852416,-0.3449369615335513,4.2280694777865175,4.9765199264601225,3.1298653601244,2.8434082576931403,1.517982493483517,2.9000305170935334,3.149152686801506,3.1090431015586963,3.06888049958442,2.8310757669476008,2.9148800716617327,3.491065507589434,3.284116599368149,2.9719159019523302,2.546949872756983,-0.05520831651633473
NCIH747,0.0168477441568426,-0.0225541512775629,0.348538643210755,,,0.773862742274457,-0.477718005747458,0.271588424018671,0.101460345771869,0.533119875327589,-0.121543254380626,0.137083895722849,0.112786415317216,1.01370051245586,-0.635229009304609,0.424114806877748,-0.196994747132609,,0.108542935203528,,-1.36060301939044,1.9804482124001694,1.472423891063351,1.625549422204278,-0.38636714079122797,1.858049580435681,-2.253442609943819,2.03456053927149,3.5081905637944377,3.129502387682268,3.359354032403344,3.4635616658587054,3.3062381402717413,3.239219482251793,3.6416279805527174,3.543509692270135,3.8278476032577244,3.344468287416066,3.0195562162769907,2.441538012546302,1.1200377814120508,-1.4587446310983223
NCIH838,-0.443215752987058,-0.686972488602401,0.0489866723542236,,,-1.60725602126916,-0.893718427936769,-0.429143275376099,1.31908575637032,1.998973954845603,-0.488768605026587,0.235535901614391,-0.933400825319289,-0.425430618271523,1.54535004451856,-0.338428155895477,-0.194922468186825,,-0.351709434546377,,-1.97993710252792,3.073683564971171,1.9768438725109376,2.6639032405593666,-3.027584203003173,2.426173467238664,3.1487537446363936,1.5459633584160537,3.4989863050236103,2.2155151688360184,2.314177639029853,2.6230150519056297,3.4125361870821203,2.680514550907689,2.376235103156324,3.8294323879206993,3.760830279870864,3.678581612886032,3.8471601650381047,2.3242976598996954,-1.9746275753528884,1.1051740465032507
FUOV1,-0.588011410113447,-0.179528197812558,-0.0026583571333367,,,-1.09240281094586,-2.12974649804059,1.3085193675676,0.0979308611862526,0.2067935596288873,0.509112602982996,-0.159797825249342,-0.350037941411313,-0.438758865891754,0.422238348122753,0.234645862945396,0.487781047298813,,-0.253271021096758,,1.45311328684716,3.1032764033901223,1.0846621023813838,2.0355601845786846,1.938357413101608,2.98173983437695,2.868773519454767,2.9027997648481185,3.440937190831015,3.0939110622355175,2.644748248431948,3.274495945029774,4.084975812218,2.6444072787962525,2.2010550096324137,3.9354934080094264,4.091689373660072,4.360302362199722,4.771836503171473,1.6899186779924238,3.1350027908517974,2.486996131965563
